Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_HydractiniaProteins
OG0000136	Clytia|LOC_001457, Clytia|LOC_006729, Clytia|LOC_006558, Clytia|LOC_006559, Clytia|LOC_038811, Clytia|LOC_003934, Clytia|LOC_038810, Clytia|LOC_006545, Clytia|LOC_003665, Clytia|LOC_007288	Hydractinia|LOC130641407, Hydractinia|LOC130612768, Hydractinia|LOC130612688, Hydractinia|LOC130612648, Hydractinia|LOC130612692, Hydractinia|LOC130623761
OG0000136	Clytia|LOC_009005	Hydractinia|LOC130640927
OG0000137	Clytia|LOC_017393	Hydractinia|LOC130621345
OG0000137	Clytia|LOC_008117, Clytia|LOC_033607	Hydractinia|LOC130649284, Hydractinia|LOC130649536, Hydractinia|LOC130646614, Hydractinia|LOC130623152, Hydractinia|LOC130648610, Hydractinia|LOC130625264, Hydractinia|LOC130629860, Hydractinia|LOC130629859, Hydractinia|LOC130630172, Hydractinia|LOC130636806, Hydractinia|LOC130630163, Hydractinia|LOC130657868, Hydractinia|LOC130613629, Hydractinia|LOC130630077, Hydractinia|LOC130629969, Hydractinia|LOC130630019, Hydractinia|LOC130636955, Hydractinia|LOC130642190, Hydractinia|LOC130646052, Hydractinia|LOC130653901, Hydractinia|LOC130642299, Hydractinia|LOC130623235
OG0000138	Clytia|LOC_027347, Clytia|LOC_035704	Hydractinia|LOC130621582
OG0000138	Clytia|LOC_026225, Clytia|LOC_035095, Clytia|LOC_017566, Clytia|LOC_044252, Clytia|LOC_011224, Clytia|LOC_018202	Hydractinia|LOC130612928
OG0000139	Clytia|LOC_020618	Hydractinia|LOC130621322, Hydractinia|LOC130653661, Hydractinia|LOC130613623, Hydractinia|LOC130630067, Hydractinia|LOC130648534, Hydractinia|LOC130642286, Hydractinia|LOC130621328, Hydractinia|LOC130613473, Hydractinia|LOC130641597, Hydractinia|LOC130636059, Hydractinia|LOC130641009, Hydractinia|LOC130642287, Hydractinia|LOC130648581, Hydractinia|LOC130630084, Hydractinia|LOC130646011, Hydractinia|LOC130648492, Hydractinia|LOC130613605, Hydractinia|LOC130613495, Hydractinia|LOC130649018, Hydractinia|LOC130648086
OG0000140	Clytia|LOC_036855	Hydractinia|LOC130641301
OG0000149	Clytia|LOC_009534	Hydractinia|LOC130628858
OG0000150	Clytia|LOC_017886	Hydractinia|LOC130623094, Hydractinia|LOC130614455, Hydractinia|LOC130636886, Hydractinia|LOC130648223
OG0000154	Clytia|LOC_042630	Hydractinia|LOC130635740
OG0000154	Clytia|LOC_011976	Hydractinia|LOC130657584
OG0000154	Clytia|LOC_034772, Clytia|LOC_042612	Hydractinia|LOC130657427, Hydractinia|LOC130613896, Hydractinia|LOC130641759, Hydractinia|LOC130641844, Hydractinia|LOC130642139
OG0000154	Clytia|LOC_042611, Clytia|LOC_034773, Clytia|LOC_011977	Hydractinia|LOC130645618
OG0000154	Clytia|LOC_000885	Hydractinia|LOC130657903
OG0000155	Clytia|LOC_032603, Clytia|LOC_021535, Clytia|LOC_017132, Clytia|LOC_020254	Hydractinia|LOC130657861
OG0000155	Clytia|LOC_039596, Clytia|LOC_032125, Clytia|LOC_001369, Clytia|LOC_023743, Clytia|LOC_020141, Clytia|LOC_029953, Clytia|LOC_010883, Clytia|LOC_026548, Clytia|LOC_037931, Clytia|LOC_019447, Clytia|LOC_001626	Hydractinia|LOC130625062, Hydractinia|LOC130625059, Hydractinia|LOC130653704, Hydractinia|LOC130653651, Hydractinia|LOC130657855, Hydractinia|LOC130613475
OG0000158	Clytia|LOC_022281, Clytia|LOC_022893, Clytia|LOC_022894, Clytia|LOC_042747, Clytia|LOC_011790, Clytia|LOC_018100, Clytia|LOC_016156, Clytia|LOC_006891, Clytia|LOC_024665, Clytia|LOC_024339	Hydractinia|LOC130645457
OG0000158	Clytia|LOC_027385	Hydractinia|LOC130642126, Hydractinia|LOC130613119, Hydractinia|LOC130612235, Hydractinia|LOC130636324, Hydractinia|LOC130613655, Hydractinia|LOC130646508, Hydractinia|LOC130642065
OG0000159	Clytia|LOC_024765, Clytia|LOC_022927, Clytia|LOC_039952, Clytia|LOC_015782, Clytia|LOC_022926, Clytia|LOC_021070, Clytia|LOC_025716, Clytia|LOC_027117, Clytia|LOC_037971, Clytia|LOC_025092, Clytia|LOC_025169, Clytia|LOC_029504, Clytia|LOC_037972, Clytia|LOC_025466, Clytia|LOC_021912, Clytia|LOC_028961, Clytia|LOC_044173, Clytia|LOC_009358, Clytia|LOC_024766, Clytia|LOC_017443, Clytia|LOC_028836, Clytia|LOC_020835, Clytia|LOC_021911, Clytia|LOC_042766, Clytia|LOC_032872, Clytia|LOC_012982, Clytia|LOC_028273, Clytia|LOC_018259, Clytia|LOC_028188, Clytia|LOC_041277, Clytia|LOC_038317	Hydractinia|LOC130645961
OG0000160	Clytia|LOC_036803, Clytia|LOC_023545	Hydractinia|LOC130629802, Hydractinia|LOC130613469, Hydractinia|LOC130642401, Hydractinia|LOC130613568, Hydractinia|LOC130647862, Hydractinia|LOC130630324, Hydractinia|LOC130647928, Hydractinia|LOC130648690
OG0000160	Clytia|LOC_014238	Hydractinia|LOC130623148
OG0000161	Clytia|LOC_037546, Clytia|LOC_044964	Hydractinia|LOC130614501, Hydractinia|LOC130614209
OG0000161	Clytia|LOC_035657, Clytia|LOC_020579	Hydractinia|LOC130649412, Hydractinia|LOC130614697, Hydractinia|LOC130657331, Hydractinia|LOC130657065, Hydractinia|LOC130614141, Hydractinia|LOC130635813, Hydractinia|LOC130614444, Hydractinia|LOC130613923
OG0000162	Clytia|LOC_026733	Hydractinia|LOC130657272
OG0000168	Clytia|LOC_002373, Clytia|LOC_044196, Clytia|LOC_009329, Clytia|LOC_032646, Clytia|LOC_001263, Clytia|LOC_000322, Clytia|LOC_007192, Clytia|LOC_009626, Clytia|LOC_030827, Clytia|LOC_016616, Clytia|LOC_038417, Clytia|LOC_009627, Clytia|LOC_001261, Clytia|LOC_004655, Clytia|LOC_044197, Clytia|LOC_030743, Clytia|LOC_030780, Clytia|LOC_034127, Clytia|LOC_019142, Clytia|LOC_019200, Clytia|LOC_035167, Clytia|LOC_006214, Clytia|LOC_044198, Clytia|LOC_001220, Clytia|LOC_030828, Clytia|LOC_009628, Clytia|LOC_038333	Hydractinia|LOC130624205, Hydractinia|LOC130623627, Hydractinia|LOC130629190, Hydractinia|LOC130629475
OG0000169	Clytia|LOC_023498	Hydractinia|LOC130636080, Hydractinia|LOC130645822
OG0000169	Clytia|LOC_024290, Clytia|LOC_008029, Clytia|LOC_011940	Hydractinia|LOC130622497
OG0000169	Clytia|LOC_023367, Clytia|LOC_039604	Hydractinia|LOC130629950, Hydractinia|LOC130646905
OG0000169	Clytia|LOC_023602, Clytia|LOC_028079	Hydractinia|LOC130657880
OG0000171	Clytia|LOC_010525, Clytia|LOC_013644, Clytia|LOC_013785	Hydractinia|LOC130630584, Hydractinia|LOC130635978
OG0000171	Clytia|LOC_017940, Clytia|LOC_004093, Clytia|LOC_004092	Hydractinia|LOC130612962
OG0000172	Clytia|LOC_038813	Hydractinia|LOC130622353, Hydractinia|LOC130621787
OG0000172	Clytia|LOC_036838, Clytia|LOC_029414, Clytia|LOC_007993, Clytia|LOC_040448	Hydractinia|LOC130641323, Hydractinia|LOC130614311, Hydractinia|LOC130614104, Hydractinia|LOC130641319
OG0000174	Clytia|LOC_023712, Clytia|LOC_045059, Clytia|LOC_020661	Hydractinia|LOC130626114, Hydractinia|LOC130629882, Hydractinia|LOC130629725
OG0000175	Clytia|LOC_033667	Hydractinia|LOC130635458, Hydractinia|LOC130614280, Hydractinia|LOC130647296, Hydractinia|LOC130647303, Hydractinia|LOC130647269, Hydractinia|LOC130653893, Hydractinia|LOC130648616, Hydractinia|LOC130625043, Hydractinia|LOC130648053, Hydractinia|LOC130636932, Hydractinia|LOC130626006, Hydractinia|LOC130645867, Hydractinia|LOC130646081, Hydractinia|LOC130657690, Hydractinia|LOC130636087, Hydractinia|LOC130636182, Hydractinia|LOC130628956, Hydractinia|LOC130612256, Hydractinia|LOC130629431, Hydractinia|LOC130629430, Hydractinia|LOC130662544, Hydractinia|LOC130662521, Hydractinia|LOC130613407, Hydractinia|LOC130614473, Hydractinia|LOC130613391, Hydractinia|LOC130635470, Hydractinia|LOC130654570, Hydractinia|LOC130622883, Hydractinia|LOC130655355, Hydractinia|LOC130642366
OG0000181	Clytia|LOC_018765, Clytia|LOC_002562, Clytia|LOC_014700, Clytia|LOC_014689, Clytia|LOC_008546, Clytia|LOC_001455, Clytia|LOC_004883, Clytia|LOC_001454, Clytia|LOC_001493, Clytia|LOC_001492, Clytia|LOC_018768, Clytia|LOC_009350, Clytia|LOC_001420, Clytia|LOC_014688, Clytia|LOC_018763, Clytia|LOC_018766, Clytia|LOC_013298, Clytia|LOC_013308, Clytia|LOC_013309, Clytia|LOC_010820, Clytia|LOC_005300, Clytia|LOC_017683, Clytia|LOC_006384, Clytia|LOC_043267, Clytia|LOC_010993, Clytia|LOC_033091	Hydractinia|LOC130613306, Hydractinia|LOC130613128, Hydractinia|LOC130613327
OG0000183	Clytia|LOC_002151	Hydractinia|LOC130635962
OG0000183	Clytia|LOC_007968, Clytia|LOC_011732	Hydractinia|LOC130654792
OG0000186	Clytia|LOC_024944, Clytia|LOC_005054	Hydractinia|LOC130625526
OG0000186	Clytia|LOC_023425, Clytia|LOC_016594	Hydractinia|LOC130648507
OG0000186	Clytia|LOC_029851	Hydractinia|LOC130625967, Hydractinia|LOC130625319, Hydractinia|LOC130629570
OG0000187	Clytia|LOC_012759	Hydractinia|LOC130647682, Hydractinia|LOC130630266, Hydractinia|LOC130640802, Hydractinia|LOC130629182, Hydractinia|LOC130629118, Hydractinia|LOC130645432
OG0000187	Clytia|LOC_020952, Clytia|LOC_006913, Clytia|LOC_016922	Hydractinia|LOC130623300, Hydractinia|LOC130645817, Hydractinia|LOC130645779
OG0000189	Clytia|LOC_011151, Clytia|LOC_016571, Clytia|LOC_016487	Hydractinia|LOC130647329
OG0000190	Clytia|LOC_023819, Clytia|LOC_020840, Clytia|LOC_027512, Clytia|LOC_027341, Clytia|LOC_032511, Clytia|LOC_025012, Clytia|LOC_011983, Clytia|LOC_016941, Clytia|LOC_032213, Clytia|LOC_016144, Clytia|LOC_023005, Clytia|LOC_040833	Hydractinia|LOC130618404
OG0000190	Clytia|LOC_027398, Clytia|LOC_038726, Clytia|LOC_017775, Clytia|LOC_037337, Clytia|LOC_016365, Clytia|LOC_027418, Clytia|LOC_029726, Clytia|LOC_013678, Clytia|LOC_040437, Clytia|LOC_025594, Clytia|LOC_031361, Clytia|LOC_025023	Hydractinia|LOC130612071
OG0000191	Clytia|LOC_041886	Hydractinia|LOC130657618, Hydractinia|LOC130657620
OG0000191	Clytia|LOC_044011, Clytia|LOC_013758, Clytia|LOC_038024, Clytia|LOC_041071	Hydractinia|LOC130648147, Hydractinia|LOC130647516, Hydractinia|LOC130648148, Hydractinia|LOC130647785, Hydractinia|LOC130648146
OG0000198	Clytia|LOC_010119, Clytia|LOC_000685, Clytia|LOC_027623, Clytia|LOC_000634, Clytia|LOC_000635, Clytia|LOC_036720	Hydractinia|LOC130653967, Hydractinia|LOC130653966
OG0000199	Clytia|LOC_015786, Clytia|LOC_036893, Clytia|LOC_008541, Clytia|LOC_008547	Hydractinia|LOC130622938, Hydractinia|LOC130623374, Hydractinia|LOC130623591, Hydractinia|LOC130623439
OG0000200	Clytia|LOC_001698, Clytia|LOC_016910	Hydractinia|LOC130636809, Hydractinia|LOC130645904, Hydractinia|LOC130613405, Hydractinia|LOC130648835, Hydractinia|LOC130653667, Hydractinia|LOC130626799, Hydractinia|LOC130621370, Hydractinia|LOC130636994, Hydractinia|LOC130627205, Hydractinia|LOC130629658, Hydractinia|LOC130613388, Hydractinia|LOC130623214, Hydractinia|LOC130629923, Hydractinia|LOC130642306, Hydractinia|LOC130621307, Hydractinia|LOC130657863, Hydractinia|LOC130648450, Hydractinia|LOC130653632, Hydractinia|LOC130621285
OG0000201	Clytia|LOC_041794, Clytia|LOC_002740	Hydractinia|LOC130612681
OG0000201	Clytia|LOC_002457	Hydractinia|LOC130648604
OG0000201	Clytia|LOC_045779	Hydractinia|LOC130647706
OG0000201	Clytia|LOC_010572	Hydractinia|LOC130653710
OG0000201	Clytia|LOC_038470	Hydractinia|LOC130613628
OG0000203	Clytia|LOC_006283	Hydractinia|LOC130635907, Hydractinia|LOC130657780, Hydractinia|LOC130614022, Hydractinia|LOC130623202, Hydractinia|LOC130635468, Hydractinia|LOC130635671, Hydractinia|LOC130636911, Hydractinia|LOC130657266, Hydractinia|LOC130623540
OG0000204	Clytia|LOC_011197, Clytia|LOC_031082	Hydractinia|LOC130642028, Hydractinia|LOC130642416, Hydractinia|LOC130621302, Hydractinia|LOC130662721, Hydractinia|LOC130644247, Hydractinia|LOC130636916, Hydractinia|LOC130645916, Hydractinia|LOC130625275, Hydractinia|LOC130625351, Hydractinia|LOC130645997, Hydractinia|LOC130647009, Hydractinia|LOC130641526, Hydractinia|LOC130656395, Hydractinia|LOC130628366, Hydractinia|LOC130613854, Hydractinia|LOC130648320, Hydractinia|LOC130648728, Hydractinia|LOC130642413, Hydractinia|LOC130648729, Hydractinia|LOC130645803, Hydractinia|LOC130625069, Hydractinia|LOC130635489, Hydractinia|LOC130645272, Hydractinia|LOC130648979, Hydractinia|LOC130636117, Hydractinia|LOC130644248
OG0000205	Clytia|LOC_033080	Hydractinia|LOC130629734
OG0000205	Clytia|LOC_014280	Hydractinia|LOC130630351
OG0000205	Clytia|LOC_011480	Hydractinia|LOC130612854
OG0000214	Clytia|LOC_012980	Hydractinia|LOC130649000
OG0000214	Clytia|LOC_030307	Hydractinia|LOC130630376
OG0000214	Clytia|LOC_013572	Hydractinia|LOC130641033
OG0000214	Clytia|LOC_001305, Clytia|LOC_001335, Clytia|LOC_012853	Hydractinia|LOC130641895, Hydractinia|LOC130641896
OG0000215	Clytia|LOC_013410, Clytia|LOC_035157, Clytia|LOC_018790, Clytia|LOC_009521	Hydractinia|LOC130627141, Hydractinia|LOC130624933
OG0000215	Clytia|LOC_039222, Clytia|LOC_045565, Clytia|LOC_016483, Clytia|LOC_038952, Clytia|LOC_022174, Clytia|LOC_019231, Clytia|LOC_008952, Clytia|LOC_012389, Clytia|LOC_037965, Clytia|LOC_007268, Clytia|LOC_000698, Clytia|LOC_022231, Clytia|LOC_021982, Clytia|LOC_024302, Clytia|LOC_036244, Clytia|LOC_036442, Clytia|LOC_023670	Hydractinia|LOC130612947
OG0000215	Clytia|LOC_028408	Hydractinia|LOC130647547
OG0000217	Clytia|LOC_008664	Hydractinia|LOC130633574
OG0000217	Clytia|LOC_029191, Clytia|LOC_042121, Clytia|LOC_042120, Clytia|LOC_042712, Clytia|LOC_042711, Clytia|LOC_042091, Clytia|LOC_042713, Clytia|LOC_042710, Clytia|LOC_042736, Clytia|LOC_002212, Clytia|LOC_002197, Clytia|LOC_042709, Clytia|LOC_042734, Clytia|LOC_040814, Clytia|LOC_024875, Clytia|LOC_042737, Clytia|LOC_042735, Clytia|LOC_042100, Clytia|LOC_042753, Clytia|LOC_042708, Clytia|LOC_042733, Clytia|LOC_002214, Clytia|LOC_002213, Clytia|LOC_024173, Clytia|LOC_037126	Hydractinia|LOC130649228
OG0000218	Clytia|LOC_010889	Hydractinia|LOC130629126
OG0000218	Clytia|LOC_030794, Clytia|LOC_036043, Clytia|LOC_009449	Hydractinia|LOC130623887
OG0000218	Clytia|LOC_036042	Hydractinia|LOC130614503
OG0000219	Clytia|LOC_044296, Clytia|LOC_044298, Clytia|LOC_003370, Clytia|LOC_044436, Clytia|LOC_044437, Clytia|LOC_044297, Clytia|LOC_043867, Clytia|LOC_043896	Hydractinia|LOC130644730
OG0000220	Clytia|LOC_026605, Clytia|LOC_026230	Hydractinia|LOC130636480, Hydractinia|LOC130612922
OG0000220	Clytia|LOC_025956, Clytia|LOC_004562, Clytia|LOC_038615, Clytia|LOC_009923	Hydractinia|LOC130630165, Hydractinia|LOC130630146
OG0000221	Clytia|LOC_004593	Hydractinia|LOC130645495
OG0000221	Clytia|LOC_007532	Hydractinia|LOC130645059, Hydractinia|LOC130645917
OG0000221	Clytia|LOC_004602	Hydractinia|LOC130645419
OG0000222	Clytia|LOC_006561, Clytia|LOC_006528, Clytia|LOC_045427, Clytia|LOC_013725	Hydractinia|LOC130655657
OG0000222	Clytia|LOC_037515	Hydractinia|LOC130626869, Hydractinia|LOC130629633, Hydractinia|LOC130629665, Hydractinia|LOC130641305, Hydractinia|LOC130642243
OG0000222	Clytia|LOC_040111, Clytia|LOC_041400, Clytia|LOC_038422	Hydractinia|LOC130644460
OG0000223	Clytia|LOC_007998, Clytia|LOC_021056	Hydractinia|LOC130636936, Hydractinia|LOC130641585, Hydractinia|LOC130641256, Hydractinia|LOC130625048, Hydractinia|LOC130625047, Hydractinia|LOC130656038, Hydractinia|LOC130637841, Hydractinia|LOC130623057, Hydractinia|LOC130630209, Hydractinia|LOC130623791, Hydractinia|LOC130613783, Hydractinia|LOC130629744, Hydractinia|LOC130628906, Hydractinia|LOC130635762, Hydractinia|LOC130637017, Hydractinia|LOC130629745, Hydractinia|LOC130645927, Hydractinia|LOC130629050, Hydractinia|LOC130628862, Hydractinia|LOC130648464, Hydractinia|LOC130656145, Hydractinia|LOC130629205, Hydractinia|LOC130636077, Hydractinia|LOC130629061, Hydractinia|LOC130644419
OG0000224	Clytia|LOC_015644, Clytia|LOC_026830, Clytia|LOC_035120, Clytia|LOC_024900, Clytia|LOC_032063, Clytia|LOC_024901, Clytia|LOC_024243, Clytia|LOC_032053	Hydractinia|LOC130613753, Hydractinia|LOC130614680, Hydractinia|LOC130655868, Hydractinia|LOC130655613, Hydractinia|LOC130655615
OG0000224	Clytia|LOC_010546, Clytia|LOC_023270	Hydractinia|LOC130655123, Hydractinia|LOC130655125, Hydractinia|LOC130655926, Hydractinia|LOC130655923, Hydractinia|LOC130655034, Hydractinia|LOC130655710
OG0000225	Clytia|LOC_016459, Clytia|LOC_020220	Hydractinia|LOC130621570, Hydractinia|LOC130630148
OG0000225	Clytia|LOC_034739, Clytia|LOC_012216, Clytia|LOC_027151	Hydractinia|LOC130656673, Hydractinia|LOC130614331, Hydractinia|LOC130642150, Hydractinia|LOC130625083, Hydractinia|LOC130642400
OG0000226	Clytia|LOC_014089	Hydractinia|LOC130626168
OG0000226	Clytia|LOC_013058, Clytia|LOC_014105, Clytia|LOC_017296	Hydractinia|LOC130614267
OG0000226	Clytia|LOC_029263	Hydractinia|LOC130649567, Hydractinia|LOC130649566
OG0000226	Clytia|LOC_017102	Hydractinia|LOC130623805, Hydractinia|LOC130624101, Hydractinia|LOC130623879
OG0000227	Clytia|LOC_015656	Hydractinia|LOC130630554, Hydractinia|LOC130613199, Hydractinia|LOC130621497, Hydractinia|LOC130622501, Hydractinia|LOC130644463, Hydractinia|LOC130641087, Hydractinia|LOC130632739, Hydractinia|LOC130649627
OG0000227	Clytia|LOC_025421, Clytia|LOC_015661, Clytia|LOC_025259, Clytia|LOC_025997, Clytia|LOC_041252, Clytia|LOC_045475	Hydractinia|LOC130623749, Hydractinia|LOC130647750, Hydractinia|LOC130647778, Hydractinia|LOC130622139, Hydractinia|LOC130613938, Hydractinia|LOC130636305, Hydractinia|LOC130614230, Hydractinia|LOC130645613, Hydractinia|LOC130630278, Hydractinia|LOC130645188, Hydractinia|LOC130635776, Hydractinia|LOC130623131, Hydractinia|LOC130640745
OG0000228	Clytia|LOC_025631	Hydractinia|LOC130621280, Hydractinia|LOC130636823
OG0000228	Clytia|LOC_018666	Hydractinia|LOC130636898
OG0000229	Clytia|LOC_026488	Hydractinia|LOC130625042, Hydractinia|LOC130612839, Hydractinia|LOC130653669, Hydractinia|LOC130634787, Hydractinia|LOC130657858, Hydractinia|LOC130629226, Hydractinia|LOC130623572, Hydractinia|LOC130648779, Hydractinia|LOC130655000, Hydractinia|LOC130612838, Hydractinia|LOC130641564, Hydractinia|LOC130625442, Hydractinia|LOC130648109, Hydractinia|LOC130654525, Hydractinia|LOC130641241, Hydractinia|LOC130630583, Hydractinia|LOC130655900, Hydractinia|LOC130622503, Hydractinia|LOC130623571, Hydractinia|LOC130636242, Hydractinia|LOC130644967
OG0000230	Clytia|LOC_030138	Hydractinia|LOC130628627, Hydractinia|LOC130645063
OG0000244	Clytia|LOC_001828	Hydractinia|LOC130622669, Hydractinia|LOC130622668
OG0000247	Clytia|LOC_003365	Hydractinia|LOC130655006
OG0000248	Clytia|LOC_039904, Clytia|LOC_019920, Clytia|LOC_042773, Clytia|LOC_041042, Clytia|LOC_042385, Clytia|LOC_005021, Clytia|LOC_026424, Clytia|LOC_023334, Clytia|LOC_016275, Clytia|LOC_004992, Clytia|LOC_020721, Clytia|LOC_023335, Clytia|LOC_022587, Clytia|LOC_011957, Clytia|LOC_022764, Clytia|LOC_004985, Clytia|LOC_026423, Clytia|LOC_041039, Clytia|LOC_041041, Clytia|LOC_020718, Clytia|LOC_023336, Clytia|LOC_015314, Clytia|LOC_016267, Clytia|LOC_021330, Clytia|LOC_004958, Clytia|LOC_019914	Hydractinia|LOC130613985
OG0000249	Clytia|LOC_033026, Clytia|LOC_014697, Clytia|LOC_029265, Clytia|LOC_039351, Clytia|LOC_044359, Clytia|LOC_014696, Clytia|LOC_044358, Clytia|LOC_034610, Clytia|LOC_034590, Clytia|LOC_044293, Clytia|LOC_038072	Hydractinia|LOC130625798, Hydractinia|LOC130648404, Hydractinia|LOC130648405
OG0000251	Clytia|LOC_028705, Clytia|LOC_021458, Clytia|LOC_019534, Clytia|LOC_025206, Clytia|LOC_021966, Clytia|LOC_015693	Hydractinia|LOC130613428, Hydractinia|LOC130629871, Hydractinia|LOC130612645, Hydractinia|LOC130626110, Hydractinia|LOC130630424, Hydractinia|LOC130630516, Hydractinia|LOC130645169, Hydractinia|LOC130621979, Hydractinia|LOC130613432, Hydractinia|LOC130657186, Hydractinia|LOC130629110, Hydractinia|LOC130612828, Hydractinia|LOC130630193, Hydractinia|LOC130629547, Hydractinia|LOC130641540, Hydractinia|LOC130641544, Hydractinia|LOC130641543, Hydractinia|LOC130635683, Hydractinia|LOC130641118, Hydractinia|LOC130656437, Hydractinia|LOC130641542
OG0000257	Clytia|LOC_003027, Clytia|LOC_004382, Clytia|LOC_004381, Clytia|LOC_004365, Clytia|LOC_030664, Clytia|LOC_002272, Clytia|LOC_011232, Clytia|LOC_015403, Clytia|LOC_042339, Clytia|LOC_004366, Clytia|LOC_003007	Hydractinia|LOC130641978, Hydractinia|LOC130641981, Hydractinia|LOC130641980
OG0000257	Clytia|LOC_043124, Clytia|LOC_001911, Clytia|LOC_001919	Hydractinia|LOC130640971, Hydractinia|LOC130641072
OG0000258	Clytia|LOC_036240	Hydractinia|LOC130612902
OG0000258	Clytia|LOC_025573, Clytia|LOC_014601, Clytia|LOC_016508, Clytia|LOC_042164, Clytia|LOC_000371, Clytia|LOC_024452, Clytia|LOC_019753, Clytia|LOC_000422, Clytia|LOC_036328, Clytia|LOC_020973, Clytia|LOC_007771, Clytia|LOC_021397, Clytia|LOC_031607, Clytia|LOC_012738, Clytia|LOC_018299, Clytia|LOC_037445, Clytia|LOC_042225, Clytia|LOC_024303, Clytia|LOC_030318	Hydractinia|LOC130655702
OG0000260	Clytia|LOC_009094, Clytia|LOC_009108, Clytia|LOC_030014, Clytia|LOC_043565, Clytia|LOC_035791, Clytia|LOC_010482, Clytia|LOC_038404, Clytia|LOC_001041, Clytia|LOC_017527, Clytia|LOC_017526, Clytia|LOC_011623, Clytia|LOC_039331, Clytia|LOC_009253, Clytia|LOC_000905, Clytia|LOC_010484, Clytia|LOC_010477, Clytia|LOC_030013, Clytia|LOC_001033, Clytia|LOC_009111, Clytia|LOC_009082, Clytia|LOC_009107, Clytia|LOC_038403, Clytia|LOC_039329, Clytia|LOC_008912	Hydractinia|LOC130649384, Hydractinia|LOC130628634
OG0000261	Clytia|LOC_012602	Hydractinia|LOC130612514
OG0000261	Clytia|LOC_002012	Hydractinia|LOC130622988
OG0000261	Clytia|LOC_016821	Hydractinia|LOC130624060
OG0000262	Clytia|LOC_018004, Clytia|LOC_035294, Clytia|LOC_010180, Clytia|LOC_041344, Clytia|LOC_002653, Clytia|LOC_028582, Clytia|LOC_023922, Clytia|LOC_025253	Hydractinia|LOC130648141
OG0000262	Clytia|LOC_027872	Hydractinia|LOC130646058, Hydractinia|LOC130623099
OG0000262	Clytia|LOC_022888, Clytia|LOC_022891, Clytia|LOC_025655, Clytia|LOC_005364, Clytia|LOC_017718	Hydractinia|LOC130649053
